timestamp,Capture Time Gap,In Throughput,Out Throughput,CBIQ,deepcci,in_seq_num,out_seq_num
0.322,-1.0,0.0,12.112,0,0.0,0.0,2107825477.0
0.323,1545.0,24.224,12.112,0,2.0,2107852989.0,2107918149.0
0.324,581.0,23.696,12.112,21720,1.0,2108049917.0,2108028197.0
0.325,1462.0,12.112,12.112,8688,1.0,2108178789.0,2108170101.0
0.326,1185.0,12.112,12.112,44888,1.0,2108309109.0,2108264221.0
0.327,938.0,12.112,12.112,57920,1.0,2108439429.0,2108381509.0
0.328,783.0,12.112,12.112,8688,1.0,2108504589.0,2108495901.0
0.329,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.33,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.331,2650.0,23.696,12.112,0,1.0,2108634909.0,2108634909.0
0.332,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.333,1793.0,197.984,24.224,0,2.0,2108765229.0,2108765229.0
0.334,1340.0,12.112,12.112,18824,1.0,2108960709.0,2108941885.0
0.335,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.336,1372.0,24.224,24.224,0,2.0,2109025869.0,2109025869.0
0.337,1276.0,12.112,12.112,0,1.0,2109156189.0,2109156189.0
0.338,504.0,12.112,12.112,0,1.0,2109221349.0,2109221349.0
0.339,1477.0,12.112,12.112,10136,1.0,2109351669.0,2109341533.0
0.34,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.341,1458.0,12.112,12.112,0,1.0,2109416829.0,2109416829.0
0.342,1237.0,12.112,12.112,0,1.0,2109547149.0,2109547149.0
0.343,1167.0,35.28,12.112,0,1.0,2109612309.0,2109612309.0
0.344,520.0,12.112,12.112,46336,1.0,2109742629.0,2109696293.0
0.345,1544.0,12.112,12.112,28960,1.0,2109872949.0,2109843989.0
0.346,737.0,12.112,12.112,7240,1.0,2109938109.0,2109930869.0
0.347,1296.0,12.112,12.112,0,1.0,2110003269.0,2110003269.0
0.348,861.0,12.112,12.112,0,1.0,2110068429.0,2110068429.0
0.349,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.35,1399.0,93.728,24.224,0,2.0,2110133589.0,2110133589.0
0.351,1084.0,23.696,12.112,0,1.0,2110198749.0,2110198749.0
0.352,1523.0,12.112,12.112,0,1.0,2110263909.0,2110263909.0
0.353,-1.0,0.0,12.112,0,0.0,0.0,2110330517.0
0.354,1840.0,35.28,12.112,0,1.0,2110394229.0,2110394229.0
0.355,634.0,12.112,12.112,0,1.0,2110459389.0,2110459389.0
0.356,-1.0,0.0,12.112,0,0.0,0.0,2110589709.0
0.357,2251.0,35.28,12.112,0,1.0,2110654869.0,2110654869.0
0.358,920.0,23.696,12.112,0,1.0,2110720029.0,2110720029.0
0.359,1305.0,12.112,12.112,0,1.0,2110850349.0,2110850349.0
0.36,-1.0,0.0,12.112,0,0.0,0.0,2110929989.0
0.361,1137.0,35.808,12.112,0,2.0,2110980669.0,2110998045.0
0.362,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.363,1229.0,12.112,12.112,0,1.0,2111045829.0,2111045829.0
0.364,1267.0,325.408,24.224,0,2.0,2111110989.0,2111110989.0
0.365,1452.0,35.28,12.112,0,1.0,2111176149.0,2111176149.0
0.366,886.0,12.112,12.112,0,1.0,2111241309.0,2111241309.0
0.367,660.0,510.224,12.112,0,1.0,2111307917.0,2111307917.0
0.368,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.369,2231.0,46.864,12.112,0,1.0,2111371629.0,2111371629.0
0.37,867.0,12.112,12.112,92672,1.0,2111567109.0,2111474437.0
0.371,1288.0,12.112,12.112,134664,1.0,2111697429.0,2111562765.0
0.372,599.0,12.112,12.112,79640,1.0,2111762589.0,2111682949.0
0.373,-1.0,0.0,12.112,0,0.0,0.0,2111800237.0
0.374,2210.0,12.112,12.112,0,1.0,0.0,2111929109.0
0.375,1022.0,12.112,12.112,0,1.0,0.0,2112059429.0
0.376,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.377,2010.0,46.864,12.112,0,1.0,2112153549.0,2112153549.0
0.378,-1.0,0.0,12.112,0,0.0,0.0,2112280973.0
0.379,1477.0,12.112,12.112,0,1.0,2112349029.0,2112393917.0
0.38,1384.0,12.112,12.112,0,1.0,2112414189.0,2112414189.0
0.381,-1.0,0.0,12.112,0,0.0,0.0,2112544509.0
0.382,1561.0,24.224,12.112,0,2.0,2112609669.0,2112666141.0
